image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
108.png,What colour is used for Occupational & Physiotherapy?,Orange,['Visual'],Single Entity,_layout,0.5–2MP,_building
108.png,Does the main yellow corridor ever enter the green Emergency block?,No,['Visual'],Boolean,_layout,0.5–2MP,_building
108.png,How many separate purple‑labelled departments are printed on the plan?,4,['Other'],Counting,_layout,0.5–2MP,_building
108.png,Which department’s west wall is shared with the Pharmacy (no yellow corridor between)?,,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
108.png,How many yellow corridors feed directly into that circular hub?,4,['Visual'],Counting,_layout,0.5–2MP,_building
108.png,Which department lies directly north of Diagnostic Imaging?,North 1 Medical In‑patient Unit,['Positional'],Single Entity,_layout,0.5–2MP,_building
108.png,"Counting only blocks labelled orange, how many are there?",8,['Visual'],Counting,_layout,0.5–2MP,_building
109.png,What is the densest country in Asia?,Bangladesh,['Other'],Single Entity,_choropleth,0.1–0.5MP,_world
109.png,What is the difference in population density between India and Japan?,"India is 300 - 500, Japan is 200 -300",['Positional'],Listing,_choropleth,0.1–0.5MP,_world
109.png,What are the countries in Asia that have density as 500 - 1000 people per km²,"South Korea, Taiwan",['Other'],Listing,_choropleth,0.1–0.5MP,_world
109.png,Name the country that has two density plots.,ukraine,['Other'],Single Entity,_choropleth,0.1–0.5MP,_world
109.png,What are the ranges of Thailand and Malaysia?,"Thailand - 100 TO 200, Malaysia - 50 TO 100",['Other'],Listing,_choropleth,0.1–0.5MP,_world
109.png,What are the densest countries in Europe?,"Netherlands, Belgium",['Other'],Listing,_choropleth,0.1–0.5MP,_world
109.png,Answer True or False: Do France and Italy have the same range?,False,['Other'],Boolean,_choropleth,0.1–0.5MP,_world
109.png,What are the top two densest countries in Africa?,"Burundi, Rwanda","['Positional', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_world
109.png,What is the densest country in North America?,Haiti,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
109.png,Which country in Asia has one of the lowest densities when compared to all its neighbor?,Laos,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_world
110.png,"Based only on the image, what color represents the Medical Office Building?",gold,['Visual'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, which tower is closest to 13th Street?",Main Tower,['Comparative'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, where is the Atrium located?",Between Medical Office Building Medical Office Building parking garages,['Positional'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, which building contains Oncology and Infusion Clinic?",Medical Office Building,['Positional'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, what does the purple area represent?",parking garages,['Visual'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, can you see the levels of the building?",no,['Visual'],Boolean,_layout,0.5–2MP,_campus
110.png,"Based only on the image, which area contains the Social Services office?",East Tower,['Positional'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, where is Security located?",Near East Tower and Employee Health.,['Positional'],Single Entity,_layout,0.5–2MP,_campus
110.png,"Based only on the image, how many parking areas are shown, including garages?",7,['Visual'],Counting,_layout,0.5–2MP,_campus
110.png,"Based only on the image, which tower includes a labeled PFT Lab?",Main Tower,['Visual'],Single Entity,_layout,0.5–2MP,_campus
111.jpg,how many team parking areas are there?,4,['Other'],Counting,_layout,2–8MP,_campus
111.jpg,how many bus stops are there?,6,['Other'],Counting,_layout,2–8MP,_campus
111.jpg,how many entrances are there?,8,['Other'],Counting,_layout,2–8MP,_campus
111.jpg,what center is closest to the Kurrus Funeral Home?,Orthopedic and Neurosciences Center,"['Positional', 'Comparative']",Single Entity,_layout,2–8MP,_campus
111.jpg,which street is closest to the Memorial Care Center?,Memorial Drive,"['Positional', 'Comparative']",Single Entity,_layout,2–8MP,_campus
111.jpg,which entrance is closest to the stairs?,"Entrance A, MOC 1",['Comparative'],Listing,_layout,2–8MP,_campus
111.jpg,is there handicap accessibility in the Covered Parking Lower Level?,No,['Comparative'],Boolean,_layout,2–8MP,_campus
111.jpg,is there an emergency entrance in the Memorial Care Center?,No,['Positional'],Boolean,_layout,2–8MP,_campus
111.jpg,where is the main entrance?,Near the main entrance parking lot,['Positional'],Single Entity,_layout,2–8MP,_campus
111.jpg,what business is this map representing,Memorial Hospital Belleville,['Other'],Single Entity,_layout,2–8MP,_campus
112.jpg,"Based only on the image, what department is directly next to the Gift Shop?",Administration,['Other'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, what direction is the Emergency Entrance relative to the Main Entrance?",southwest,['Positional'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, what is the closest elevator to the Chapel?",D Center Elevators,['Comparative'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, which department is immediately east of the Emergency Entrance?",Gift shop,['Positional'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, how many elevators icon has shown?",11,['Visual'],Counting,_layout,2–8MP,_building
112.jpg,"Based only on the image, where is the Chapel situated relative to the D Visitors Lounge?",southwest,['Positional'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, which patient room range is closest to the Chapel?",D1 (142-160),['Comparative'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, how many patient pickup/drop off label are shown?",4,['Visual'],Counting,_layout,2–8MP,_building
112.jpg,"Based only on the image, what is the main street on the north side of the building?",Memorial drive,['Positional'],Single Entity,_layout,2–8MP,_building
112.jpg,"Based only on the image, how many vending are there in the building?",2,['Other'],Counting,_layout,2–8MP,_building
113.png,How many states are there close to 3k Median Monthly Payment from the map?,4,['Other'],Counting,_choropleth,0.1–0.5MP,_country
113.png,how many states are in white that is least Median Monthly Payment from the map? Just guve count,2,"['Visual', 'Comparative']",Counting,_choropleth,0.1–0.5MP,_country
113.png,Count the number of states in the map. Just the count,50,['Other'],Counting,_choropleth,0.1–0.5MP,_country
113.png,Among California and Washington which has highest mortgage payment. answer from the map,California,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country
113.png,Among Washington and New Mexico which is higher mortgage payment. answer from the map,New Mexico,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country
113.png,Among Texas and New York which is higher mortgage payment. answer from the map,Texas,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country
113.png,If I say that the monthly payments is California is $2950 how much is it in washington?,Around $2150,['Other'],Reasoning,_choropleth,0.1–0.5MP,_country
113.png,Is the difference between New York and arizona same as california and arizona?,No,['Positional'],Boolean,_choropleth,0.1–0.5MP,_country
113.png,Is the difference between washington and arizona same as california and arizona?,No,['Positional'],Boolean,_choropleth,0.1–0.5MP,_country
113.png,which is the ideal state to be in to have least motgage,Arizona,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country
113.png,Which state has least mortage repayment among the states in southern border,Arizona,"['Positional', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country
114.png,Which region on the map shows the darkest anomaly color (highest temperature anomaly) in 2010?,Eastern Europe,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
114.png,Which continent shows mostly mid-range temperature anomalies with moderate orange shading?,North America,['Visual'],Single Entity,_choropleth,2–8MP,_world
114.png,Which country in the Southern Hemisphere shows a strong temperature anomaly on the map?,Australia,['Positional'],Single Entity,_choropleth,2–8MP,_world
114.png,Which part of Africa shows a noticeably higher anomaly compared to its surrounding regions?,Horn of Africa,['Comparative'],Single Entity,_choropleth,2–8MP,_world
114.png,Which region in Europe shows the lightest (least intense) anomaly shading?,Scandinavia,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
114.png,Which South American country shows lighter anomaly colors compared to the rest of the continent?,Brazil,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
114.png,Which area in Asia shows darker anomaly shading compared to China and India?,Western Russia,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
114.png,Which Central American region shows a similar anomaly shading as the southern U.S.?,Mexico,['Positional'],Single Entity,_choropleth,2–8MP,_world
114.png,Which part of Oceania shows a dark anomaly besides Australia?,Papua New Guinea,['Visual'],Single Entity,_choropleth,2–8MP,_world
114.png,Which continent shows the largest area with only light orange anomaly shading?,Africa,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
115.jpeg,"How many distinct red ""Connecting Station"" markers are explicitly shown and labeled on the main map?",4,['Visual'],Counting,_mixed,>8MP,_city
115.jpeg,What is the highest numerical stop number depicted anywhere on the map routes?,70,['Comparative'],Single Entity,_mixed,>8MP,_city
115.jpeg,What is the specific stop number located immediately adjacent to the base of the Burj Khalifa illust,"23,4",['Positional'],Listing,_mixed,>8MP,_city
115.jpeg,"Counting the stops listed in the ""Marina Tour"" text panel, how many explicitly include the ""Marina""",5,['Other'],Counting,_mixed,>8MP,_city
115.jpeg,"What is the stop number shown on the map for ""Atlantis The Palm"" on the Green Route (Beach Tour)?",34,['Visual'],Single Entity,_mixed,>8MP,_city
115.jpeg,"Within the City, Beach, and Marina Tour panels, how many times does ""Souk"" appear",6,"['Visual', 'Positional']",Counting,_mixed,>8MP,_city
115.jpeg,What is the total duration listed for the Marina Tour in its text panel?,1H 30M,['Other'],Single Entity,_mixed,>8MP,_city
115.jpeg,"Which specific stop number represents the ""Connecting Station"" linking the Green Route and the Blue",21,['Visual'],Single Entity,_mixed,>8MP,_city
115.jpeg,Stop 33 on the Green Route (Beach Tour) is located near which specific named landmark listed?,Burj Al Arab,"['Visual', 'Positional']",Single Entity,_mixed,>8MP,_city
115.jpeg,Which coloured tour route travels along the trunk of the Palm Jumeirah illustration?,Green,['Positional'],Single Entity,_mixed,>8MP,_city
116.jpg,Which attraction is located closest to the northern tip of Manhattan on the map?,Central Park,"['Positional', 'Comparative']",Single Entity,_marker,2–8MP,_city
116.jpg,Which attraction is the southernmost on the map?,Statue of Liberty,['Positional'],Single Entity,_marker,2–8MP,_city
116.jpg,What type of attraction is the Brooklyn Bridge classified as on the map?,Kid-Family Friendly,['Visual'],Single Entity,_marker,2–8MP,_city
116.jpg,Which attraction is located between Times Square and Rockefeller Center on the map?,,['Positional'],Single Entity,_marker,2–8MP,_city
116.jpg,What type of attraction is the Top of the Rock classified as on the map?,Observation Deck,"['Visual', 'Positional', 'Comparative']",Single Entity,_marker,2–8MP,_city
116.jpg,How many Zoo-Aquarium attractions are shown on the map?,2,['Visual'],Counting,_marker,2–8MP,_city
116.jpg,How many types of attractions are represented by the color blue on the map?,2,['Visual'],Counting,_marker,2–8MP,_city
116.jpg,"If you start at Times Square and move directly east, which attraction do you encounter first?",Rockefeller Center,"['Positional', 'Comparative']",Reasoning,_marker,2–8MP,_city
116.jpg,How many attractions are north of the Brooklyn Bridge but south of Central Park on the map?,6,['Positional'],Counting,_marker,2–8MP,_city
116.jpg,How many attractions are classified as History on the map?,2,['Visual'],Counting,_marker,2–8MP,_city
117.png,How many colored regions are seen?,7,['Visual'],Counting,_conflict,0.1–0.5MP,_continent
117.png,How many rivers are there?,5,['Other'],Counting,_conflict,0.1–0.5MP,_continent
117.png,How many sections are unexplored?,1,['Visual'],Counting,_conflict,0.1–0.5MP,_continent
117.png,how many pink sections have brown lines going vertical?,1,['Visual'],Counting,_conflict,0.1–0.5MP,_continent
117.png,how many pink sections have yellow lines going diagonal?,1,['Visual'],Counting,_conflict,0.1–0.5MP,_continent
117.png,What state is the yellow and pink section in?,Louisiana,['Visual'],Single Entity,_conflict,0.1–0.5MP,_continent
117.png,How many cities are in the red?,7,['Visual'],Counting,_conflict,0.1–0.5MP,_continent
118.jpg,What is the total count of continents and arrowsshown on the map?,"6 continents, 5 arrows",['Other'],Listing,_network,0.5–2MP,_world
118.jpg,What is the total count of arrows shown on the map?,5,['Visual'],Counting,_network,0.5–2MP,_world
118.jpg,What is the count of digits that appear on North America on the map?,5,"['Visual', 'Positional']",Counting,_network,0.5–2MP,_world
